Nom_de_Domaine,have_IP,have_at,longueur,profondeur,nb_de_caractere_spec,redirection,http_ds_domaine,red_URL,whois,periode_de_vie,age_url,iframe,forwarding,label
tutoriavalorntclsesonlin-vetdri,0,0,1,0,2,0,0,0,0,1,1,0,0,1
ambtechonline,0,0,1,3,3,0,0,0,0,1,1,0,0,1
03513659,0,0,0,0,1,0,0,0,0,1,1,1,1,1
status-info,0,0,0,0,2,0,0,0,0,1,1,1,1,1
212.104.43.201,1,0,1,11,16,0,0,0,0,1,1,1,1,1
cloudtraccia,0,0,1,4,2,0,0,0,0,1,1,0,0,1
torneocittadiverona,0,0,1,3,3,0,0,0,0,1,1,0,3,1
glitch,0,0,1,1,3,0,0,0,1,1,1,0,0,1
semana-apenas,0,0,1,2,2,0,0,0,0,1,1,0,2,1
coinbase,0,0,0,0,1,0,0,0,0,1,1,0,1,1
vercel,0,0,0,0,3,0,0,0,0,1,1,0,0,1
source-assist-guide,0,0,1,1,3,0,0,0,0,1,1,0,2,1
att-itservices,0,0,1,3,6,0,0,0,0,1,1,1,1,1
firebaseapp,0,0,1,1,11,0,0,0,1,1,1,0,1,1
securecloudproject,0,0,0,0,1,0,0,0,0,1,1,1,1,1
squarespace,0,0,0,0,3,0,0,0,0,0,0,0,1,1
plesk,0,0,1,0,5,0,0,0,0,1,1,1,1,1
square,0,0,0,0,1,0,0,0,0,1,1,0,1,1
armourtech,1,0,1,4,1,0,0,0,0,1,1,0,0,1
hs-sites-eu1,0,0,0,0,3,0,0,0,0,1,1,0,0,1
org,0,0,1,0,1,0,1,0,1,1,1,1,0,1
co,0,0,0,0,1,0,0,0,0,1,1,1,1,1
ca-pay,0,0,1,3,2,0,0,0,0,1,1,1,1,1
ca-pay,0,0,1,4,2,0,0,0,0,1,1,1,1,1
ca-pay,0,0,1,4,2,0,0,0,0,1,1,1,1,1
ca-pay,0,0,1,4,2,0,0,0,0,1,1,1,1,1
ca-pay,0,0,1,4,2,0,0,0,0,1,1,1,1,1
ca-pay,0,0,1,4,2,0,0,0,0,1,1,1,1,1
ca-pay,0,0,1,4,2,0,0,0,0,1,1,1,1,1
ca-pay,0,0,1,3,2,0,0,0,0,1,1,1,1,1
ca-pay,0,0,1,4,11,0,0,0,0,1,1,1,1,1
dhlcvgjobs,0,0,0,0,1,0,0,0,0,1,1,0,1,1
kenkenuae,0,0,0,0,1,0,0,0,0,1,1,0,1,1
ndnmag,0,0,1,3,3,0,0,0,0,1,1,0,0,1
ndnmag,0,0,1,3,3,0,0,0,0,1,1,0,0,1
dhl-myparcel-tracking,0,0,0,0,3,0,0,0,0,1,1,1,1,1
ndnmag,0,0,1,3,3,0,0,0,0,1,1,0,0,1
yasersamra,0,0,1,4,4,0,0,0,0,1,1,0,0,1
ndnmag,0,0,1,3,3,0,0,0,0,1,1,0,0,1
ndnmag,0,0,1,3,3,0,0,0,0,1,1,0,0,1
ndnmag,0,0,1,3,3,0,0,0,0,1,1,0,0,1
mutfakci,0,0,1,2,1,0,0,0,0,1,1,0,0,1
workers,0,0,0,0,1,0,0,0,0,1,1,0,0,1
onet,0,0,1,2,1,0,0,1,0,0,0,1,1,1
blwcampusministry,0,0,1,2,1,0,0,0,0,1,1,1,1,1
source-assist-guide,0,0,0,0,3,0,0,0,0,1,1,0,2,1
ca-pay,0,0,1,4,2,0,0,0,0,1,1,1,1,1
blackgeeksofdragoncon,0,0,1,5,2,0,0,0,0,1,1,0,4,1
preferredhomerepair,0,0,1,2,1,0,0,0,0,1,1,1,1,1
sghidrocarburos,0,0,1,3,1,0,0,0,0,1,1,0,0,1
dweb,0,0,1,1,1,0,0,0,0,1,1,0,1,1
fbcaseappeal653245632142352,0,0,1,4,8,0,0,0,0,1,1,1,1,1
fbcaseappeal653245632142352,0,0,1,4,8,0,0,0,0,1,1,1,1,1
fbcaseappeal653245632142352,0,0,1,4,8,0,0,0,0,1,1,1,1,1
fbcaseappeal653245632142352,0,0,1,3,2,0,0,0,0,1,1,1,1,1
fbcaseappeal653245632142352,0,0,1,3,4,0,0,0,0,1,1,1,1,1
edenwestreporting,0,0,1,1,2,0,0,0,0,1,1,0,0,1
digitaloceanspaces,0,0,1,1,1,0,0,0,0,1,1,0,1,1
212.104.43.201,1,0,1,16,75,0,0,0,0,1,1,1,1,1
wpaxzlj-jok-5,0,0,0,1,3,0,0,0,0,1,1,1,1,1
glitch,0,0,1,1,3,0,0,0,1,1,1,0,0,1
hetvolwassenorkest,0,0,0,1,1,0,0,0,0,1,1,0,2,1
212.104.43.201,1,0,1,14,55,0,0,0,0,1,1,1,1,1
customfencer,0,0,1,2,1,0,0,0,0,1,1,0,0,1
customfencer,0,0,1,3,1,0,0,0,0,1,1,0,0,1
customfencer,0,0,1,3,1,0,0,0,0,1,1,0,0,1
customfencer,0,0,1,3,1,0,0,0,0,1,1,0,0,1
customfencer,0,0,1,3,1,0,0,0,0,1,1,0,0,1
axspngg5,0,0,0,2,1,0,0,0,0,1,1,1,1,1
axspngg5,0,0,1,3,1,0,0,0,0,1,1,1,1,1
axspngg5,0,0,1,3,1,0,0,0,0,1,1,1,1,1
axspngg5,0,0,1,3,1,0,0,0,0,1,1,1,1,1
axspngg5,0,0,1,3,1,0,0,0,0,1,1,1,1,1
212.104.43.201,1,0,1,13,48,0,0,0,0,1,1,1,1,1
mobilehub4u,0,0,1,4,1,0,0,0,0,1,1,0,3,1
duckdns,0,0,1,2,3,0,0,0,0,1,1,0,0,1
servebeer,0,0,1,2,1,0,0,0,1,1,1,0,0,1
servebeer,0,0,1,2,1,0,0,0,1,1,1,0,0,1
servebeer,0,0,1,2,1,0,0,0,1,1,1,0,0,1
servebeer,0,0,1,2,1,0,0,0,1,1,1,0,0,1
webwave,0,0,1,3,2,0,0,0,0,1,1,0,1,1
spiritliving,0,0,0,1,1,0,0,0,0,1,1,0,0,1
tpipelinedev,0,0,1,2,1,0,0,0,0,1,1,0,0,1
tdgmatrimoniosplus,0,0,0,1,1,0,0,0,0,1,1,0,0,1
tdgmatrimoniosplus,0,0,1,2,1,0,0,0,0,1,1,0,0,1
tdgmatrimoniosplus,0,0,1,2,1,0,0,0,0,1,1,0,0,1
tdgmatrimoniosplus,0,0,1,2,1,0,0,0,0,1,1,0,0,1
workers,0,0,0,0,2,0,0,0,0,1,1,0,0,1
nodeunblocker,0,0,1,6,16,1,0,0,0,1,1,0,4,1
nodeunblocker,0,0,1,4,13,0,0,0,0,1,1,0,3,1
nodeunblocker,0,0,1,6,26,1,0,0,0,1,1,0,4,1
line,0,0,0,2,1,0,0,0,0,1,1,1,1,1
55k365,0,0,0,0,1,0,0,0,0,1,1,1,1,1
912337,0,0,0,0,1,0,0,0,0,1,1,1,1,1
caisseregionaleca,0,0,0,0,1,0,0,0,0,1,1,0,2,1
weeblysite,0,0,1,0,4,0,0,0,0,1,1,0,1,1
coinbasewalletones,0,0,0,0,1,0,0,0,0,1,1,0,1,1
3659ppp,0,0,0,0,1,0,0,0,0,1,1,1,1,1
firebaseapp,0,0,1,0,4,0,0,0,1,1,1,0,0,1
firebaseapp,0,0,1,0,4,0,0,0,1,1,1,0,0,1
web,0,0,0,0,4,0,0,0,0,1,1,0,0,1
firebaseapp,0,0,1,0,4,0,0,0,1,1,1,0,0,1
web,0,0,0,0,4,0,0,0,0,1,1,0,0,1
firebaseapp,0,0,1,0,4,0,0,0,1,1,1,0,0,1
web,0,0,0,0,3,0,0,0,0,1,1,0,0,1
firebaseapp,0,0,1,0,3,0,0,0,1,1,1,0,0,1
firebaseapp,0,0,1,0,1,0,0,0,1,1,1,0,0,1
firebaseapp,0,0,0,0,1,0,0,0,1,1,1,0,0,1
web,0,0,0,0,1,0,0,0,0,1,1,0,0,1
firebaseapp,0,0,0,0,1,0,0,0,1,1,1,0,0,1
firebaseapp,0,0,1,0,3,0,0,0,1,1,1,0,0,1
web,0,0,1,0,3,0,0,0,0,1,1,0,0,1
firebaseapp,0,0,1,0,1,0,0,0,1,1,1,0,0,1
panckakeswap-ilv,0,0,0,0,2,0,0,0,0,1,1,0,0,1
firebaseapp,0,0,0,0,2,0,0,0,1,1,1,0,0,1
dieukhactbk,0,0,1,6,2,0,0,0,0,1,1,1,0,1
setback-2-triumph,0,0,0,1,3,0,0,0,0,1,1,0,0,1
mh2xyq,0,0,0,0,1,0,0,0,0,1,1,1,1,1
kursykuraray,0,0,1,7,9,0,0,0,0,1,1,0,1,1
kursykuraray,0,0,1,7,2,0,0,0,0,1,1,0,0,1
kursykuraray,0,0,1,7,2,0,0,0,0,1,1,0,0,1
kursykuraray,0,0,1,7,2,0,0,0,0,1,1,0,0,1
kursykuraray,0,0,1,7,2,0,0,0,0,1,1,0,0,1
kursykuraray,0,0,1,7,2,0,0,0,0,1,1,0,0,1
hwcdn,0,0,0,0,1,0,0,0,0,0,0,0,0,1
kr-metamask,0,0,0,0,2,0,0,0,0,1,1,0,0,1
jp-metamask,0,0,0,0,2,0,0,0,0,1,1,0,0,1
thearchve,0,0,0,1,1,0,0,0,0,1,1,1,1,1
gmsrrpobkbd,0,0,1,2,2,0,0,0,0,1,1,1,1,1
3659006,0,0,0,0,1,0,0,0,0,1,1,1,1,1
vercel,0,0,1,0,4,0,0,0,0,1,1,0,1,1
firebaseapp,0,0,0,0,3,0,0,0,1,1,1,0,1,1
b10g,0,0,0,0,1,0,0,0,0,1,1,0,2,1
panckakeswap-qnt,0,0,0,0,2,0,0,1,0,1,1,0,0,1
panckacswap,0,0,0,0,1,0,0,0,0,1,1,0,0,1
amazonaws,0,1,1,3,4,0,0,0,0,0,0,0,0,1
rawtennis,0,0,1,2,1,0,0,0,0,0,0,0,0,1
ferozo,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ferozo,0,0,0,1,2,0,0,0,0,0,0,0,0,1
ferozo,0,0,0,1,2,0,0,0,0,0,0,0,0,1
ferozo,0,0,0,1,2,0,0,0,0,0,0,0,0,1
fbcaseappeal653245632142352,0,0,1,2,2,0,0,0,0,1,1,1,1,1
appspot,0,0,1,0,5,0,0,1,1,1,1,0,0,1
pantheonsite,0,0,0,0,2,0,0,0,0,1,1,0,1,1
pantheonsite,0,0,1,0,3,0,0,0,0,1,1,0,1,1
762project,0,0,0,0,1,0,0,0,0,1,1,0,1,1
aimrg,0,0,0,0,1,0,0,0,0,0,0,0,0,1
spinsygyiten,0,0,0,0,1,0,0,0,0,1,1,0,0,1
appspot,0,0,1,0,5,0,0,1,1,1,1,0,0,1
inforegihtofuses,0,0,0,0,1,0,0,0,0,1,1,0,0,1
workers,0,0,1,0,1,0,0,0,0,1,1,0,0,1
gsdev,0,0,1,2,3,0,0,0,0,1,1,0,1,1
myportfolio,0,0,1,0,2,0,0,0,0,0,0,0,1,1
shopeinnovationt,0,0,0,0,1,0,0,1,0,1,1,0,1,1
dupplo,0,0,0,0,1,0,0,0,0,0,0,0,0,1
erpagro,0,0,1,2,8,0,0,0,0,1,1,0,0,1
filedn,0,0,1,2,1,0,0,0,0,1,1,0,0,1
myportfolio,0,0,1,0,1,0,0,0,0,0,0,0,1,1
azurewebsites,0,0,0,0,1,0,0,0,1,1,1,0,0,1
tw1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
bebu,0,0,0,0,1,0,0,0,0,1,1,0,1,1
myshopify,0,0,1,0,4,0,0,0,1,1,1,0,0,1
repl,0,0,0,0,1,0,0,0,0,1,1,0,0,1
repl,0,0,0,0,1,0,0,0,0,1,1,0,0,1
binaryresistor,0,0,0,0,1,0,0,0,0,1,1,0,1,1
e-access-itservices,0,0,1,3,6,0,0,0,0,1,1,1,1,1
dontforgettoeat-foodforthought,0,0,0,0,2,0,0,1,0,1,1,1,1,1
dweb,0,0,1,0,1,0,0,0,0,1,1,0,1,1
